,period,variable,value
5861,2010-10-21,Long Term,1.135571466
5862,2010-10-22,Long Term,1.033250437
5863,2010-10-25,Long Term,1.11046788
5864,2010-10-26,Long Term,1.1009237
5865,2010-10-27,Long Term,1.125652371
5866,2010-10-28,Long Term,1.044046541
5867,2010-10-29,Long Term,0.987259997
5868,2010-11-01,Long Term,0.927451906
5869,2010-11-02,Long Term,0.931549392
5870,2010-11-03,Long Term,0.880471863
5871,2010-11-04,Long Term,0.892393618
5872,2010-11-05,Long Term,0.871861448
5873,2010-11-08,Long Term,0.908146887
5874,2010-11-09,Long Term,0.91352617
5875,2010-11-10,Long Term,0.851451648
5876,2010-11-12,Long Term,0.881209859
5877,2010-11-15,Long Term,0.820793498
5878,2010-11-16,Long Term,0.777958195
5879,2010-11-17,Long Term,0.668870619
5880,2010-11-18,Long Term,0.659725401
5881,2010-11-19,Long Term,0.641227003
5882,2010-11-22,Long Term,0.608525347
5883,2010-11-23,Long Term,0.646852672
5884,2010-11-24,Long Term,0.685433556
5885,2010-11-26,Long Term,0.709658039
5886,2010-11-29,Long Term,0.737234834
5887,2010-11-30,Long Term,0.724041213
5888,2010-12-01,Long Term,0.712973106
5889,2010-12-02,Long Term,0.711984334
5890,2010-12-03,Long Term,0.689529307
5891,2010-12-06,Long Term,0.682482979
5892,2010-12-07,Long Term,0.689356444
5893,2010-12-08,Long Term,0.673338818
5894,2010-12-09,Long Term,0.679097528
5895,2010-12-10,Long Term,0.682674439
5896,2010-12-13,Long Term,0.663790002
5897,2010-12-14,Long Term,0.62110116
5898,2010-12-15,Long Term,0.602425485
5899,2010-12-16,Long Term,0.742126778
5900,2010-12-17,Long Term,0.634795318
5901,2010-12-20,Long Term,0.653428186
5902,2010-12-21,Long Term,0.707751805
5903,2010-12-22,Long Term,0.585996779
5904,2010-12-23,Long Term,0.590897685
5905,2010-12-27,Long Term,0.56245853
5906,2010-12-28,Long Term,0.573408806
5907,2010-12-29,Long Term,0.599698227
5908,2010-12-30,Long Term,0.602133379
5909,2011-01-03,Long Term,0.576283579
5910,2011-01-04,Long Term,0.734610215
5911,2011-01-05,Long Term,0.645422173
5912,2011-01-06,Long Term,0.704591966
5913,2011-01-07,Long Term,0.705681944
5914,2011-01-10,Long Term,0.572019283
5915,2011-01-11,Long Term,0.567204148
5916,2011-01-12,Long Term,0.609277257
5917,2011-01-13,Long Term,0.640417817
5918,2011-01-14,Long Term,0.894691665
5919,2011-01-18,Long Term,0.645046655
5920,2011-01-19,Long Term,0.492929742
5921,2011-01-20,Long Term,0.446903201
5922,2011-01-21,Long Term,0.452301074
5923,2011-01-24,Long Term,0.459188344
5924,2011-01-25,Long Term,0.471661191
5925,2011-01-26,Long Term,0.457797615
5926,2011-01-27,Long Term,0.447922481
5927,2011-01-28,Long Term,0.4241431
5928,2011-01-31,Long Term,0.44463747
5929,2011-02-01,Long Term,0.453397191
5930,2011-02-02,Long Term,0.513863255
5931,2011-02-03,Long Term,0.536121163
5932,2011-02-04,Long Term,0.681580391
5933,2011-02-07,Long Term,0.686276372
5934,2011-02-08,Long Term,0.706788146
5935,2011-02-09,Long Term,0.659997981
5936,2011-02-10,Long Term,0.656623137
5937,2011-02-11,Long Term,0.631295204
5938,2011-02-14,Long Term,0.642921632
5939,2011-02-15,Long Term,0.631641943
5940,2011-02-16,Long Term,0.612271174
5941,2011-02-17,Long Term,0.597024702
5942,2011-02-18,Long Term,0.589708043
5943,2011-02-22,Long Term,0.555320074
5944,2011-02-23,Long Term,0.564927641
5945,2011-02-24,Long Term,0.559932726
5946,2011-02-25,Long Term,0.552390923
5947,2011-02-28,Long Term,0.686292595
5948,2011-03-01,Long Term,0.557511748
5949,2011-03-02,Long Term,0.565936828
5950,2011-03-03,Long Term,0.570897665
5951,2011-03-04,Long Term,0.618897377
5952,2011-03-07,Long Term,0.657754732
5953,2011-03-08,Long Term,0.689415406
5954,2011-03-09,Long Term,0.632045729
5955,2011-03-10,Long Term,0.638803937
5956,2011-03-11,Long Term,0.596040352
5957,2011-03-14,Long Term,0.576067913
5958,2011-03-15,Long Term,0.547267527
5959,2011-03-16,Long Term,0.496415504
5960,2011-03-17,Long Term,0.495158988
5961,2011-03-18,Long Term,0.477611762
5962,2011-03-21,Long Term,0.471170779
5963,2011-03-22,Long Term,0.471497878
5964,2011-03-23,Long Term,0.460874663
5965,2011-03-24,Long Term,0.491477597
5966,2011-03-25,Long Term,0.572793409
5967,2011-03-28,Long Term,0.609047878
5968,2011-03-29,Long Term,0.583006281
5969,2011-03-30,Long Term,0.53304614
5970,2011-03-31,Long Term,0.553683368
5971,2011-04-01,Long Term,0.557987891
5972,2011-04-04,Long Term,0.576976948
5973,2011-04-05,Long Term,0.568093574
5974,2011-04-06,Long Term,0.595538143
5975,2011-04-07,Long Term,0.639614825
5976,2011-04-08,Long Term,0.578778497
5977,2011-04-11,Long Term,0.600883015
5978,2011-04-12,Long Term,0.574731754
5979,2011-04-13,Long Term,0.552863864
5980,2011-04-14,Long Term,0.577731778
5981,2011-04-15,Long Term,0.581653848
5982,2011-04-18,Long Term,0.530141035
5983,2011-04-19,Long Term,0.518131727
5984,2011-04-20,Long Term,0.51703493
5985,2011-04-21,Long Term,0.523218144
5986,2011-04-22,Long Term,0.530640472
5987,2011-04-25,Long Term,0.543049114
5988,2011-04-26,Long Term,0.530057285
5989,2011-04-27,Long Term,0.533687522
5990,2011-04-28,Long Term,0.607246813
5991,2011-04-29,Long Term,0.584832053
5992,2011-05-02,Long Term,0.569633712
5993,2011-05-03,Long Term,0.55513661
5994,2011-05-04,Long Term,0.543310764
5995,2011-05-05,Long Term,0.548814749
5996,2011-05-06,Long Term,0.527485507
5997,2011-05-09,Long Term,0.561804958
5998,2011-05-10,Long Term,0.602730225
5999,2011-05-11,Long Term,0.65971003
6000,2011-05-12,Long Term,0.683743998
6001,2011-05-13,Long Term,0.619260505
6002,2011-05-16,Long Term,0.659119752
6003,2011-05-17,Long Term,0.680567997
6004,2011-05-18,Long Term,0.663860424
6005,2011-05-19,Long Term,0.661421036
6006,2011-05-20,Long Term,0.701983072
6007,2011-05-23,Long Term,0.772160675
6008,2011-05-24,Long Term,0.850850437
6009,2011-05-25,Long Term,0.789757341
6010,2011-05-26,Long Term,0.804951988
6011,2011-05-27,Long Term,1.171019753
6012,2011-05-31,Long Term,1.394168862
6013,2011-06-01,Long Term,1.748233377
6014,2011-06-02,Long Term,1.230683937
6015,2011-06-03,Long Term,1.013031795
6016,2011-06-06,Long Term,0.621950482
6017,2011-06-07,Long Term,0.702495712
6018,2011-06-08,Long Term,0.788285114
6019,2011-06-09,Long Term,1.313329254
6020,2011-06-10,Long Term,0.709129427
6021,2011-06-13,Long Term,0.662156858
6022,2011-06-14,Long Term,0.790701359
6023,2011-06-15,Long Term,0.736377888
6024,2011-06-16,Long Term,0.78926536
6025,2011-06-17,Long Term,0.745395567
6026,2011-06-20,Long Term,0.791300301
6027,2011-06-21,Long Term,0.829724359
6028,2011-06-22,Long Term,0.848236998
6029,2011-06-23,Long Term,0.870377803
6030,2011-06-24,Long Term,0.84145256
6031,2011-06-27,Long Term,0.845472764
6032,2011-06-28,Long Term,0.845154303
6033,2011-06-29,Long Term,0.827390718
6034,2011-06-30,Long Term,0.81389352
6035,2011-07-01,Long Term,0.781684958
6036,2011-07-05,Long Term,0.873151795
6037,2011-07-06,Long Term,0.850839756
6038,2011-07-07,Long Term,0.856428306
6039,2011-07-08,Long Term,0.977232232
6040,2011-07-11,Long Term,0.89660142
6041,2011-07-12,Long Term,0.903035808
6042,2011-07-13,Long Term,0.926156259
6043,2011-07-14,Long Term,0.904850988
6044,2011-07-15,Long Term,0.863025439
6045,2011-07-18,Long Term,0.8514053
6046,2011-07-19,Long Term,0.923047395
6047,2011-07-20,Long Term,0.811331127
6048,2011-07-21,Long Term,0.790921263
6049,2011-07-22,Long Term,0.859909882
6050,2011-07-25,Long Term,0.820826664
6051,2011-07-26,Long Term,0.973892159
6052,2011-07-27,Long Term,0.915588995
6053,2011-07-28,Long Term,0.834749966
6054,2011-07-29,Long Term,0.863938892
6055,2011-08-01,Long Term,0.88560772
6056,2011-08-02,Long Term,0.905283429
6057,2011-08-03,Long Term,0.923908485
6058,2011-08-04,Long Term,0.852143682
6059,2011-08-05,Long Term,0.880750482
6060,2011-08-08,Long Term,0.847845168
6061,2011-08-09,Long Term,0.857472726
6062,2011-08-10,Long Term,0.931910484
6063,2011-08-11,Long Term,0.849064024
6064,2011-08-12,Long Term,0.817050421
6065,2011-08-15,Long Term,0.796282465
6066,2011-08-16,Long Term,0.764935998
6067,2011-08-17,Long Term,0.770528482
6068,2011-08-18,Long Term,0.766374301
6069,2011-08-19,Long Term,0.73649438
6070,2011-08-22,Long Term,0.736076978
6071,2011-08-23,Long Term,0.681394304
6072,2011-08-24,Long Term,0.679591309
6073,2011-08-25,Long Term,0.64986352
6074,2011-08-26,Long Term,0.737024917
6075,2011-08-29,Long Term,0.788997807
6076,2011-08-30,Long Term,0.771061071
6077,2011-08-31,Long Term,0.810290057
6078,2011-09-01,Long Term,0.852934269
6079,2011-09-02,Long Term,0.832959559
6080,2011-09-06,Long Term,0.874648238
6081,2011-09-07,Long Term,0.864415565
6082,2011-09-08,Long Term,0.874077917
6083,2011-09-09,Long Term,0.841260859
6084,2011-09-12,Long Term,0.823774765
6085,2011-09-13,Long Term,0.789745184
6086,2011-09-14,Long Term,0.800277569
6087,2011-09-15,Long Term,0.940126036
6088,2011-09-16,Long Term,1.104236462
6089,2011-09-19,Long Term,0.972365609
6090,2011-09-20,Long Term,0.933455833
6091,2011-09-21,Long Term,0.935955022
6092,2011-09-22,Long Term,1.134079995
6093,2011-09-23,Long Term,1.277583232
6094,2011-09-26,Long Term,1.183905497
6095,2011-09-27,Long Term,1.230845399
6096,2011-09-28,Long Term,1.255293156
6097,2011-09-29,Long Term,1.173508529
6098,2011-09-30,Long Term,1.09251203
6099,2011-10-03,Long Term,1.118304713
6100,2011-10-04,Long Term,1.117865806
6101,2011-10-05,Long Term,1.147629601
6102,2011-10-06,Long Term,1.208499482
6103,2011-10-07,Long Term,1.205217514
6104,2011-10-11,Long Term,1.147290359
6105,2011-10-12,Long Term,1.168310086
6106,2011-10-13,Long Term,1.154383752
6107,2011-10-14,Long Term,1.179407612
6108,2011-10-17,Long Term,1.159513224
6109,2011-10-18,Long Term,1.123268692
6110,2011-10-19,Long Term,1.128037255
6111,2011-10-20,Long Term,1.083775213
6112,2011-10-21,Long Term,1.191790762
6113,2011-10-24,Long Term,1.18087278
6114,2011-10-25,Long Term,1.16991126
6115,2011-10-26,Long Term,1.163002376
6116,2011-10-27,Long Term,1.147364958
6117,2011-10-28,Long Term,1.269617326
6118,2011-10-31,Long Term,1.210931
6119,2011-11-01,Long Term,1.411364664
6120,2011-11-02,Long Term,1.38763331
6121,2011-11-03,Long Term,1.399826395
6122,2011-11-04,Long Term,1.427360608
6123,2011-11-07,Long Term,1.447172177
6124,2011-11-08,Long Term,1.390163526
6125,2011-11-09,Long Term,1.418260497
6126,2011-11-10,Long Term,1.371051116
6127,2011-11-14,Long Term,1.362844939
6128,2011-11-15,Long Term,1.365970611
6129,2011-11-16,Long Term,1.357410295
6130,2011-11-17,Long Term,1.4450644
6131,2011-11-18,Long Term,1.336465933
6132,2011-11-21,Long Term,1.394064884
6133,2011-11-22,Long Term,1.345646168
6134,2011-11-23,Long Term,1.440800162
6135,2011-11-25,Long Term,1.390975615
6136,2011-11-28,Long Term,1.164109633
6137,2011-11-29,Long Term,1.160756347
6138,2011-11-30,Long Term,1.301687361
6139,2011-12-01,Long Term,1.291323113
6140,2011-12-02,Long Term,1.397753119
6141,2011-12-05,Long Term,1.608937811
6142,2011-12-06,Long Term,1.508092302
6143,2011-12-07,Long Term,1.65902956
6144,2011-12-08,Long Term,2.057039738
6145,2011-12-09,Long Term,1.7792173
6146,2011-12-12,Long Term,1.538054144
6147,2011-12-13,Long Term,1.934021383
6148,2011-12-14,Long Term,1.545145764
6149,2011-12-15,Long Term,1.255101032
6150,2011-12-16,Long Term,1.480831917
6151,2011-12-19,Long Term,1.403518834
6152,2011-12-20,Long Term,1.365906607
6153,2011-12-21,Long Term,1.339397947
6154,2011-12-22,Long Term,1.297717225
6155,2011-12-23,Long Term,1.364456477
6156,2011-12-27,Long Term,1.337584183
6157,2011-12-28,Long Term,1.311406391
6158,2011-12-29,Long Term,1.358692921
6159,2011-12-30,Long Term,1.334128507
6160,2012-01-03,Long Term,1.357942705
6161,2012-01-04,Long Term,1.305285005
6162,2012-01-05,Long Term,1.262027278
6163,2012-01-06,Long Term,1.398007388
6164,2012-01-09,Long Term,1.236935975
6165,2012-01-10,Long Term,1.251301543
6166,2012-01-11,Long Term,1.267965362
6167,2012-01-12,Long Term,1.344434895
6168,2012-01-13,Long Term,1.500031842
6169,2012-01-17,Long Term,1.256281581
6170,2012-01-18,Long Term,1.157598161
6171,2012-01-19,Long Term,1.161749268
6172,2012-01-20,Long Term,1.12338194
6173,2012-01-23,Long Term,1.132424187
6174,2012-01-24,Long Term,1.165236834
6175,2012-01-25,Long Term,1.148701929
6176,2012-01-26,Long Term,1.181901758
6177,2012-01-27,Long Term,1.254621639
6178,2012-01-30,Long Term,1.307233274
6179,2012-01-31,Long Term,1.248161532
6180,2012-02-01,Long Term,1.326101685
6181,2012-02-02,Long Term,1.309252369
6182,2012-02-03,Long Term,1.359062378
6183,2012-02-06,Long Term,1.671525032
6184,2012-02-07,Long Term,1.685411409
6185,2012-02-08,Long Term,1.355835496
6186,2012-02-09,Long Term,1.263680709
6187,2012-02-10,Long Term,1.258694826
6188,2012-02-13,Long Term,1.246648493
6189,2012-02-14,Long Term,1.35044292
6190,2012-02-15,Long Term,1.159338099
6191,2012-02-16,Long Term,0.955297332
6192,2012-02-17,Long Term,0.930636023
6193,2012-02-21,Long Term,0.844594447
6194,2012-02-22,Long Term,0.801685602
6195,2012-02-23,Long Term,0.845246183
6196,2012-02-24,Long Term,0.867833756
6197,2012-02-27,Long Term,0.887946087
6198,2012-02-28,Long Term,0.950164611
6199,2012-02-29,Long Term,0.966108145
6200,2012-03-01,Long Term,0.973429226
6201,2012-03-02,Long Term,1.001872187
6202,2012-03-05,Long Term,1.024651888
6203,2012-03-06,Long Term,1.081391976
6204,2012-03-07,Long Term,1.098311375
6205,2012-03-08,Long Term,1.138151555
6206,2012-03-09,Long Term,1.111889326
6207,2012-03-12,Long Term,1.329368735
6208,2012-03-13,Long Term,1.134060144
6209,2012-03-14,Long Term,1.069651791
6210,2012-03-15,Long Term,1.092134652
6211,2012-03-16,Long Term,1.071238466
6212,2012-03-19,Long Term,1.069352138
6213,2012-03-20,Long Term,1.018973218
6214,2012-03-21,Long Term,1.030462625
6215,2012-03-22,Long Term,1.06936145
6216,2012-03-23,Long Term,1.058596451
6217,2012-03-26,Long Term,1.023864461
6218,2012-03-27,Long Term,1.000840461
6219,2012-03-28,Long Term,1.055571589
6220,2012-03-29,Long Term,1.103145077
6221,2012-03-30,Long Term,1.007865928
6222,2012-04-02,Long Term,1.076299868
6223,2012-04-03,Long Term,1.09343154
6224,2012-04-04,Long Term,1.097518065
6225,2012-04-05,Long Term,1.086360494
6226,2012-04-06,Long Term,1.032093232
6227,2012-04-09,Long Term,1.021838555
6228,2012-04-10,Long Term,0.987845846
6229,2012-04-11,Long Term,0.978326752
6230,2012-04-12,Long Term,0.921469505
6231,2012-04-13,Long Term,0.930968096
6232,2012-04-16,Long Term,0.954486078
6233,2012-04-17,Long Term,0.875252441
6234,2012-04-18,Long Term,0.908074506
6235,2012-04-19,Long Term,0.772837475
6236,2012-04-20,Long Term,0.776571079
6237,2012-04-23,Long Term,0.730314322
6238,2012-04-24,Long Term,0.754445586
6239,2012-04-25,Long Term,0.727909729
6240,2012-04-26,Long Term,0.843795482
6241,2012-04-27,Long Term,0.760535465
6242,2012-04-30,Long Term,0.826247853
6243,2012-05-01,Long Term,0.786973564
6244,2012-05-02,Long Term,0.814051258
6245,2012-05-03,Long Term,0.81308555
6246,2012-05-04,Long Term,0.775839591
6247,2012-05-07,Long Term,0.708756644
6248,2012-05-08,Long Term,0.553432612
6249,2012-05-09,Long Term,0.594670918
6250,2012-05-10,Long Term,0.660192068
6251,2012-05-11,Long Term,0.593583735
6252,2012-05-14,Long Term,0.599802069
6253,2012-05-15,Long Term,0.602406724
6254,2012-05-16,Long Term,0.654275057
6255,2012-05-17,Long Term,0.657724742
6256,2012-05-18,Long Term,0.62454041
6257,2012-05-21,Long Term,0.623507444
6258,2012-05-22,Long Term,0.590223971
6259,2012-05-23,Long Term,0.653370843
6260,2012-05-24,Long Term,0.770202913
6261,2012-05-25,Long Term,0.772413743
6262,2012-05-29,Long Term,0.739787399
6263,2012-05-30,Long Term,0.67908885
6264,2012-05-31,Long Term,0.826160327
6265,2012-06-01,Long Term,0.766222977
6266,2012-06-04,Long Term,0.622638123
6267,2012-06-05,Long Term,0.713112104
6268,2012-06-06,Long Term,0.772493666
6269,2012-06-07,Long Term,0.811874982
6270,2012-06-08,Long Term,0.78165652
6271,2012-06-11,Long Term,0.777084697
6272,2012-06-12,Long Term,0.75771828
6273,2012-06-13,Long Term,0.725643666
6274,2012-06-14,Long Term,0.754268579
6275,2012-06-15,Long Term,0.741069584
6276,2012-06-18,Long Term,0.744988583
6277,2012-06-19,Long Term,0.790687709
6278,2012-06-20,Long Term,0.77843726
6279,2012-06-21,Long Term,0.757039848
6280,2012-06-22,Long Term,0.775973178
6281,2012-06-25,Long Term,0.787971179
6282,2012-06-26,Long Term,0.769397297
6283,2012-06-27,Long Term,0.791385078
6284,2012-06-28,Long Term,0.738534922
6285,2012-06-29,Long Term,0.716635454
6286,2012-07-02,Long Term,0.84787492
6287,2012-07-03,Long Term,0.920960616
6288,2012-07-05,Long Term,0.985833568
6289,2012-07-06,Long Term,0.814487338
6290,2012-07-09,Long Term,0.868527925
6291,2012-07-10,Long Term,0.868313333
6292,2012-07-11,Long Term,0.881264804
6293,2012-07-12,Long Term,0.881723775
6294,2012-07-13,Long Term,0.893866072
6295,2012-07-16,Long Term,0.771429213
6296,2012-07-17,Long Term,0.630757552
6297,2012-07-18,Long Term,0.617706763
6298,2012-07-19,Long Term,0.666816437
6299,2012-07-20,Long Term,0.777575712
6300,2012-07-23,Long Term,0.704933986
6301,2012-07-24,Long Term,0.782717246
6302,2012-07-25,Long Term,0.699097489
6303,2012-07-26,Long Term,0.710925712
6304,2012-07-27,Long Term,0.713642839
6305,2012-07-30,Long Term,0.723029725
6306,2012-07-31,Long Term,0.716440787
6307,2012-08-01,Long Term,0.736454923
6308,2012-08-02,Long Term,0.705598448
6309,2012-08-03,Long Term,0.712151019
6310,2012-08-06,Long Term,0.712736798
6311,2012-08-07,Long Term,0.695084947
6312,2012-08-08,Long Term,0.695510628
6313,2012-08-09,Long Term,0.730460104
6314,2012-08-10,Long Term,0.76195707
6315,2012-08-13,Long Term,0.801717854
6316,2012-08-14,Long Term,0.749704282
6317,2012-08-15,Long Term,0.693303472
6318,2012-08-16,Long Term,0.659782
6319,2012-08-17,Long Term,0.705895752
6320,2012-08-20,Long Term,0.681304657
6321,2012-08-21,Long Term,0.709981345
6322,2012-08-22,Long Term,0.730778485
6323,2012-08-23,Long Term,0.768775077
6324,2012-08-24,Long Term,0.817266825
6325,2012-08-27,Long Term,0.774453333
6326,2012-08-28,Long Term,0.766179258
6327,2012-08-29,Long Term,0.785509473
6328,2012-08-30,Long Term,0.768580505
6329,2012-08-31,Long Term,0.795613085
6330,2012-09-04,Long Term,0.809199587
6331,2012-09-05,Long Term,0.837196012
6332,2012-09-06,Long Term,0.852666032
6333,2012-09-07,Long Term,1.049982333
6334,2012-09-10,Long Term,1.053115136
6335,2012-09-11,Long Term,1.013695385
6336,2012-09-12,Long Term,1.031710568
6337,2012-09-13,Long Term,1.088868608
6338,2012-09-14,Long Term,0.969067249
6339,2012-09-17,Long Term,0.939003965
6340,2012-09-18,Long Term,0.926584711
6341,2012-09-19,Long Term,0.978335945
6342,2012-09-20,Long Term,0.83548188
6343,2012-09-21,Long Term,0.796759608
6344,2012-09-24,Long Term,0.821701789
6345,2012-09-25,Long Term,0.882758021
6346,2012-09-26,Long Term,0.912396942
6347,2012-09-27,Long Term,0.971631749
6348,2012-09-28,Long Term,0.989529348
6349,2012-10-01,Long Term,1.105244253
6350,2012-10-02,Long Term,1.177468231
6351,2012-10-03,Long Term,1.180366001
6352,2012-10-04,Long Term,1.08321734
6353,2012-10-05,Long Term,1.086383119
6354,2012-10-09,Long Term,1.141242526
6355,2012-10-10,Long Term,1.074418676
6356,2012-10-11,Long Term,1.013197007
6357,2012-10-12,Long Term,1.047562393
6358,2012-10-15,Long Term,1.026093808
6359,2012-10-16,Long Term,1.012536448
6360,2012-10-17,Long Term,1.021313953
6361,2012-10-18,Long Term,1.023082939
6362,2012-10-19,Long Term,0.954518493
6363,2012-10-22,Long Term,1.092848159
6364,2012-10-23,Long Term,1.131070679
6365,2012-10-24,Long Term,1.053953765
6366,2012-10-25,Long Term,1.054113266
6367,2012-10-26,Long Term,0.847630592
6368,2012-10-31,Long Term,0.837192148
6369,2012-11-01,Long Term,0.983534884
6370,2012-11-02,Long Term,1.04097746
6371,2012-11-05,Long Term,1.178187316
6372,2012-11-06,Long Term,0.936772788
6373,2012-11-07,Long Term,0.886246654
6374,2012-11-08,Long Term,0.879059947
6375,2012-11-09,Long Term,0.846833736
6376,2012-11-13,Long Term,0.873015784
6377,2012-11-14,Long Term,0.947106762
6378,2012-11-15,Long Term,0.862281569
6379,2012-11-16,Long Term,0.856208016
6380,2012-11-19,Long Term,0.859764674
6381,2012-11-20,Long Term,0.768676912
6382,2012-11-21,Long Term,0.908796386
6383,2012-11-23,Long Term,0.868709915
6384,2012-11-26,Long Term,0.869717273
6385,2012-11-27,Long Term,0.783800088
6386,2012-11-28,Long Term,0.72840538
6387,2012-11-29,Long Term,0.783944722
6388,2012-11-30,Long Term,0.77250778
6389,2012-12-03,Long Term,0.775867139
6390,2012-12-04,Long Term,0.780192465
6391,2012-12-05,Long Term,0.818050726
6392,2012-12-06,Long Term,0.762331141
6393,2012-12-07,Long Term,0.711979593
6394,2012-12-10,Long Term,0.689770935
6395,2012-12-11,Long Term,0.690838226
6396,2012-12-12,Long Term,0.684094313
6397,2012-12-13,Long Term,0.658540489
6398,2012-12-14,Long Term,0.647112677
6399,2012-12-17,Long Term,0.675844949
6400,2012-12-18,Long Term,0.583073888
6401,2012-12-19,Long Term,0.547267836
6402,2012-12-20,Long Term,0.619474773
6403,2012-12-21,Long Term,0.621969348
6404,2012-12-24,Long Term,0.591639888
6405,2012-12-26,Long Term,0.568610465
6406,2012-12-27,Long Term,0.545438615
6407,2012-12-28,Long Term,0.534162302
6408,2012-12-31,Long Term,0.526677475
6409,2013-01-02,Long Term,0.472705716
6410,2013-01-03,Long Term,0.47906267
6411,2013-01-04,Long Term,0.43427838
6412,2013-01-07,Long Term,0.476149292
6413,2013-01-08,Long Term,0.636262513
6414,2013-01-09,Long Term,0.480917693
6415,2013-01-10,Long Term,0.524176123
6416,2013-01-11,Long Term,0.524542574
6417,2013-01-14,Long Term,0.518771294
6418,2013-01-15,Long Term,0.546615958
6419,2013-01-16,Long Term,0.567713565
6420,2013-01-17,Long Term,0.590515962
6421,2013-01-18,Long Term,0.552539138
6422,2013-01-22,Long Term,0.554636663
6423,2013-01-23,Long Term,0.637042326
6424,2013-01-24,Long Term,0.628933841
6425,2013-01-25,Long Term,0.678182104
6426,2013-01-28,Long Term,0.674698079
6427,2013-01-29,Long Term,0.649392015
6428,2013-01-30,Long Term,0.660804044
6429,2013-01-31,Long Term,0.657525175
6430,2013-02-01,Long Term,0.581044753
6431,2013-02-04,Long Term,0.601048092
6432,2013-02-05,Long Term,0.730979094
6433,2013-02-06,Long Term,0.762368444
6434,2013-02-07,Long Term,0.777701426
6435,2013-02-08,Long Term,0.81949604
6436,2013-02-11,Long Term,0.799970471
6437,2013-02-12,Long Term,0.80749754
6438,2013-02-13,Long Term,0.797602671
6439,2013-02-14,Long Term,0.819174956
6440,2013-02-15,Long Term,0.843668789
6441,2013-02-19,Long Term,0.884974347
6442,2013-02-20,Long Term,0.817219267
6443,2013-02-21,Long Term,0.809073869
6444,2013-02-22,Long Term,0.71632123
6445,2013-02-25,Long Term,0.731082919
6446,2013-02-26,Long Term,0.704062218
6447,2013-02-27,Long Term,0.775028959
6448,2013-02-28,Long Term,0.802738435
6449,2013-03-01,Long Term,0.921630731
6450,2013-03-04,Long Term,0.937651463
6451,2013-03-05,Long Term,0.913907847
6452,2013-03-07,Long Term,0.90588719
6453,2013-03-08,Long Term,0.970854854
6454,2013-03-11,Long Term,0.953974017
6455,2013-03-12,Long Term,0.805032112
6456,2013-03-13,Long Term,0.749712337
6457,2013-03-14,Long Term,0.815915201
6458,2013-03-15,Long Term,0.895511375
6459,2013-03-18,Long Term,0.76288521
6460,2013-03-19,Long Term,0.687052447
6461,2013-03-20,Long Term,0.717793213
6462,2013-03-21,Long Term,0.741915218
6463,2013-03-22,Long Term,0.767691583
6464,2013-03-25,Long Term,0.698728043
6465,2013-03-26,Long Term,0.73843104
6466,2013-03-27,Long Term,0.755886015
6467,2013-03-28,Long Term,0.75614308
6468,2013-03-29,Long Term,0.749013888
6469,2013-04-01,Long Term,0.870249338
6470,2013-04-02,Long Term,0.87495189
6471,2013-04-03,Long Term,0.97131679
6472,2013-04-04,Long Term,1.076733468
6473,2013-04-05,Long Term,0.901270414
6474,2013-04-08,Long Term,1.121453008
6475,2013-04-09,Long Term,0.932300058
6476,2013-04-10,Long Term,1.06505065
6477,2013-04-11,Long Term,1.098438096
6478,2013-04-12,Long Term,1.082391063
6479,2013-04-15,Long Term,0.979105175
6480,2013-04-16,Long Term,0.873513777
6481,2013-04-17,Long Term,0.917341856
6482,2013-04-18,Long Term,0.887260917
6483,2013-04-19,Long Term,0.910874013
6484,2013-04-22,Long Term,0.893970879
6485,2013-04-23,Long Term,0.942480042
6486,2013-04-24,Long Term,0.88282214
6487,2013-04-25,Long Term,1.014204944
6488,2013-04-26,Long Term,1.129131581
6489,2013-04-29,Long Term,1.067895662
6490,2013-04-30,Long Term,1.214489447
6491,2013-05-01,Long Term,1.096164828
6492,2013-05-02,Long Term,1.119674232
6493,2013-05-03,Long Term,1.188872559
6494,2013-05-06,Long Term,1.216226806
6495,2013-05-07,Long Term,1.197230537
6496,2013-05-08,Long Term,1.124796163
6497,2013-05-09,Long Term,1.113563799
6498,2013-05-10,Long Term,1.066277028
6499,2013-05-13,Long Term,1.081961768
6500,2013-05-14,Long Term,1.088278625
6501,2013-05-15,Long Term,1.076840232
6502,2013-05-16,Long Term,1.067570482
6503,2013-05-17,Long Term,1.124899971
6504,2013-05-20,Long Term,1.084027794
6505,2013-05-21,Long Term,1.134389647
6506,2013-05-22,Long Term,1.161267728
6507,2013-05-23,Long Term,1.131612669
6508,2013-05-24,Long Term,1.131827623
6509,2013-05-28,Long Term,1.087146517
6510,2013-05-29,Long Term,1.160463205
6511,2013-05-30,Long Term,1.106157042
6512,2013-05-31,Long Term,1.350921426
6513,2013-06-03,Long Term,1.44414013
6514,2013-06-04,Long Term,1.430276917
6515,2013-06-05,Long Term,1.612186116
6516,2013-06-06,Long Term,1.760738721
6517,2013-06-07,Long Term,1.960790993
6518,2013-06-10,Long Term,2.862526045
6519,2013-06-11,Long Term,2.743016735
6520,2013-06-12,Long Term,2.633721332
6521,2013-06-13,Long Term,3.08471891
6522,2013-06-14,Long Term,4.039737076
6523,2013-06-17,Long Term,3.574892411
6524,2013-06-18,Long Term,2.949915023
6525,2013-06-19,Long Term,3.368111092
6526,2013-06-20,Long Term,4.500908816
